beneficiary_profile_key;Sexo;Rango Edad;Grupo Etnico;Presenta Discapacidad;Zona Ubicacion Beneficiario;Tipo de Beneficiario;Pais Nacimiento
1;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
2;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
3;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
4;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESPAÑA
5;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
6;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
7;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
8;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
9;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
10;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
11;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;COLOMBIA
12;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
13;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;COLOMBIA
14;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;COLOMBIA
15;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;COLOMBIA
16;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
17;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
18;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;COLOMBIA
19;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
20;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
21;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;COLOMBIA
22;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
23;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;VENEZUELA
24;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
25;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;COLOMBIA
26;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
27;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
28;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
29;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
30;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
31;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
32;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
33;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
34;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
35;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
36;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;COLOMBIA
37;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
38;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
39;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
40;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
41;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
42;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
43;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
44;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
45;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;COLOMBIA
46;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ECUADOR
47;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;MEXICO
48;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHILE
49;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
50;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;GUATEMALA
51;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;VENEZUELA
52;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;VENEZUELA
53;M;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
54;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
55;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
56;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
57;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
58;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO DESDE LOS SIETE (7) MESES HASTA LOS DOS (2) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
59;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
60;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
61;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
62;M;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
63;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
64;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;COLOMBIA
65;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHILE
66;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
67;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;MEXICO
68;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;VENEZUELA
69;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;COLOMBIA
70;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
71;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BOLIVIA
72;H;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
73;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
74;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
75;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;VENEZUELA
76;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;MEXICO
77;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
78;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESTADOS UNIDOS
79;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
80;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
81;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
82;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;PERU
83;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;VENEZUELA
84;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
85;I;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
86;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REPUBLICA DOMINICANA
87;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ARGENTINA
88;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ARGENTINA
89;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;ECUADOR
90;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;VENEZUELA
91;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
92;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;COLOMBIA
93;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESTADOS UNIDOS
94;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PERU
95;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
96;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;AFGANISTAN
97;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;COLOMBIA
98;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;VENEZUELA
99;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
100;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;ESTADOS UNIDOS
101;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHILE
102;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;VENEZUELA
103;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;MENOR DE SEIS MESES;VENEZUELA
104;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
105;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;VENEZUELA
106;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;SIN INFORMACIÓN
107;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
108;I;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
109;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
110;H;6 MESES - 5 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
111;M;6 MESES - 5 AÑOS;COMUNIDAD NEGRA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
112;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;VENEZUELA
113;M;6 MESES - 5 AÑOS;PALENQUERO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
114;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ALEMANIA
115;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ALEMANIA
116;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;PERSONA GESTANTE;VENEZUELA
117;I;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
118;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;CHILE
119;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;COLOMBIA
120;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
121;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑAS Y NIÑOS DEL RANGO DE 18 MESES A 4 AÑOS, 11 MESES Y 29 DIAS;VENEZUELA
122;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;VENEZUELA
123;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;PANAMA
124;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;PERU
125;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
126;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;URUGUAY
127;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VANUATU
128;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ESPAÑA
129;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
130;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
131;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;BRASIL
132;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
133;M;6 MESES - 5 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
