beneficiary_profile_key;Sexo;Rango Edad;Grupo Etnico;Presenta Discapacidad;Zona Ubicacion Beneficiario;Tipo de Beneficiario;Pais Nacimiento
518;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
519;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
520;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
521;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;COLOMBIA
522;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;VENEZUELA
523;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
524;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
525;H;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
526;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
527;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
528;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;VENEZUELA
529;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;COLOMBIA
530;I;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
531;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
532;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
533;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
534;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;NAMIBIA
535;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;VENEZUELA
536;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REINO UNIDO
537;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;MENOR DE SEIS MESES;REINO UNIDO
538;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VENEZUELA
539;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
540;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
541;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
542;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;PERSONA GESTANTE;PANAMA
543;H;0-6 MESES;AFROCOLOMBIANO (A);NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
544;H;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
545;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
546;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;ITALIA
547;H;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;MENOR DE SEIS MESES;PANAMA
548;H;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
549;M;0-6 MESES;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
550;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;FRANCIA
551;I;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
552;I;0-6 MESES;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
553;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑA O NIÑO ENTRE LOS 7 MESES Y (2) DOS AÑOS DE EDAD;COLOMBIA
554;H;0-6 MESES;AFROCOLOMBIANO (A);NO;RESTO;MENOR DE SEIS MESES;ECUADOR
555;I;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
556;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
557;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
558;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
559;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
560;M;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;PANAMA
561;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;PANAMA
562;H;6 MESES - 5 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;FRANCIA
563;I;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
564;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
565;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;PANAMA
566;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑA O NIÑO HASTA LOS CUATRO (4) AÑOS, ONCE (11) MESES Y VEINTINUEVE (29) DIAS;COLOMBIA
567;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;COLOMBIA
568;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;VENEZUELA
569;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
570;M;0-6 MESES;INDÍGENA;NO;RESTO;NIÑAS Y NIÑOS HASTA LOS CINCO (5) AÑOS, ONCE (11) MESES VEINTINUEVE (29) DAS;COLOMBIA
571;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;REINO UNIDO
572;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;COLOMBIA
573;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
574;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
575;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
576;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;COLOMBIA
577;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
578;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
579;H;14 - 17 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;VENEZUELA
580;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
581;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
582;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
583;M;14 - 17 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADOLESCENTE;COLOMBIA
584;H;14 - 17 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;ADOLESCENTE;COLOMBIA
585;M;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
586;M;9 - 13 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
587;H;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
588;M;0-6 MESES;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
589;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
590;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VIETNAM
591;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADOLESCENTE;VENEZUELA
592;M;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;JOVEN;COLOMBIA
593;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
594;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VENEZUELA
595;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;VENEZUELA
596;M;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
597;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;VENEZUELA
598;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;VENEZUELA
599;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
600;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
601;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
602;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
603;M;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
604;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
605;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;JOVEN;COLOMBIA
606;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
607;I;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
608;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
609;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;VENEZUELA
610;M;6 - 8 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
611;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS ENTRE 40 Y 59;VENEZUELA
612;H;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
613;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
614;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;VANUATU
615;H;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;VENEZUELA
616;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
617;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;VENEZUELA
618;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
619;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;COLOMBIA
620;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
621;M;0-6 MESES;INDÍGENA;NO;RESTO;MENOR DE SEIS MESES;VENEZUELA
622;M;6 - 8 AÑOS;AFROCOLOMBIANO (A);NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
623;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
624;H;6 - 8 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
625;M;14 - 17 AÑOS;INDÍGENA;NO;RESTO;JOVEN;VENEZUELA
626;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
627;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
628;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;JOVEN;VENEZUELA
629;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTO MAYOR DE 60 AÑOS;WALLIS Y FUTUNA
630;I;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;COLOMBIA
631;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;JOVEN;COLOMBIA
632;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
633;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;JOVEN;VENEZUELA
634;H;9 - 13 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADOLESCENTE;COLOMBIA
635;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;JOVEN;COLOMBIA
636;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
637;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;JOVEN;COLOMBIA
638;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;PERSONA GESTANTE;COLOMBIA
639;M;14 - 17 AÑOS;INDÍGENA;NO;CABECERA;ADOLESCENTE;COLOMBIA
640;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
641;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS ENTRE 40 Y 59;COLOMBIA
642;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;JOVEN;COLOMBIA
643;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;JOVEN;VENEZUELA
644;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS DE 29 A 39 AÑOS;VANUATU
645;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
646;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;VENEZUELA
647;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
648;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
649;M;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
650;M;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA 10 AÑOS A 13 AÑOS, 11 MESES, 29 DIAS;VENEZUELA
651;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
652;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;WALLIS Y FUTUNA
653;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
654;M;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VANUATU
655;M;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
656;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
657;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;COLOMBIA
658;H;6 MESES - 5 AÑOS;INDÍGENA;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;VENEZUELA
659;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;TANZANIA
660;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;PERSONA GESTANTE;VENEZUELA
661;M;9 - 13 AÑOS;INDÍGENA;SI;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
662;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;PERSONA GESTANTE;VENEZUELA
663;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
664;M;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;JOVEN;VANUATU
665;H;14 - 17 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;JOVEN;VENEZUELA
666;H;6 - 8 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
667;H;MAYOR A 18 AÑOS;INDÍGENA;NO;RESTO;ADULTOS ENTRE 40 Y 59;MACAO
668;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;ADULTOS ENTRE 40 Y 59;VANUATU
669;M;9 - 13 AÑOS;INDÍGENA;NO;RESTO;ADOLESCENTE;COLOMBIA
670;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
671;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;NIÑO O NIÑA DE 6 AÑOS A 9 AÑOS, 11 MESES, 29 DAS;COLOMBIA
672;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
673;H;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;JOVEN;COLOMBIA
674;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
675;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;JOVEN;COLOMBIA
676;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADULTO MAYOR DE 60 AÑOS;COLOMBIA
677;H;MAYOR A 18 AÑOS;INDÍGENA;SI;RESTO;ADULTOS DE 29 A 39 AÑOS;COLOMBIA
678;M;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;SI;RESTO;ADULTOS ENTRE 40 Y 59;COLOMBIA
679;H;MAYOR A 18 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;RESTO;PERSONA GESTANTE;VENEZUELA
680;H;MAYOR A 18 AÑOS;INDÍGENA;NO;CABECERA;ADULTOS DE 29 A 39 AÑOS;VENEZUELA
681;M;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;JOVEN;WALLIS Y FUTUNA
682;M;0-6 MESES;INDÍGENA;NO;RESTO;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;AFGANISTAN
683;H;MAYOR A 18 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;ADULTOS ENTRE 40 Y 59;VENEZUELA
684;M;6 - 8 AÑOS;INDÍGENA;NO;CABECERA;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
685;H;6 MESES - 5 AÑOS;NO SE AUTORRECONOCE EN NINGUNO DE LOS ANTERIORES;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;VENEZUELA
686;H;6 MESES - 5 AÑOS;INDÍGENA;NO;SIN INFORMACIÓN;NIÑO O NIÑA ENTRE 6 MESES Y 5 AÑOS Y 11 MESES;COLOMBIA
