geography_key;Codigo Departamento UDS;Departamento UDS;Codigo Municipio UDS;Municipio UDS;Codigo CentroZonal UDS;Centro Zonal UDS
360;15;BOYACÁ;15757;SOCHA;1504;CZ DUITAMA
361;15;BOYACÁ;15759;SOGAMOSO;1503;CZ SOGAMOSO
362;15;BOYACÁ;15761;SOMONDOCO;1506;CZ GARAGOA
363;15;BOYACÁ;15762;SORA;1501;CZ TUNJA 1
364;15;BOYACÁ;15763;SOTAQUIRA;1501;CZ TUNJA 1
365;15;BOYACÁ;15764;SORACA;1501;CZ TUNJA 1
366;15;BOYACÁ;15774;SUSACON;1508;CZ SOATA
367;15;BOYACÁ;15776;SUTAMARCHAN;1505;CZ CHIQUINQUIRA
368;15;BOYACÁ;15778;SUTATENZA;1506;CZ GARAGOA
369;15;BOYACÁ;15790;TASCO;1504;CZ DUITAMA
370;15;BOYACÁ;15798;TENZA;1506;CZ GARAGOA
371;15;BOYACÁ;15804;TIBANA;1501;CZ TUNJA 1
372;15;BOYACÁ;15806;TIBASOSA;1504;CZ DUITAMA
373;15;BOYACÁ;15808;TINJACA;1505;CZ CHIQUINQUIRA
374;15;BOYACÁ;15810;TIPACOQUE;1508;CZ SOATA
375;15;BOYACÁ;15814;TOCA;1501;CZ TUNJA 1
376;15;BOYACÁ;15816;TOGÜI;1511;CZ MONIQUIRA
377;15;BOYACÁ;15820;TOPAGA;1503;CZ SOGAMOSO
378;15;BOYACÁ;15822;TOTA;1503;CZ SOGAMOSO
379;15;BOYACÁ;15832;TUNUNGUA;1512;CZ OTANCHE
380;15;BOYACÁ;15835;TURMEQUE;1501;CZ TUNJA 1
381;15;BOYACÁ;15837;TUTA;1501;CZ TUNJA 1
382;15;BOYACÁ;15839;TUTAZA;1504;CZ DUITAMA
383;15;BOYACÁ;15842;UMBITA;1501;CZ TUNJA 1
384;15;BOYACÁ;15861;VENTAQUEMADA;1501;CZ TUNJA 1
385;15;BOYACÁ;15879;VIRACACHA;1501;CZ TUNJA 1
386;15;BOYACÁ;15897;ZETAQUIRA;1510;CZ MIRAFLORES
387;17;CALDAS;17001;MANIZALES;1701;CZ MANIZALES 1
388;17;CALDAS;17013;AGUADAS;1705;CZ NORTE
389;17;CALDAS;17042;ANSERMA;1703;CZ OCCIDENTE
390;17;CALDAS;17050;ARANZAZU;1705;CZ NORTE
391;17;CALDAS;17174;CHINCHINA;1709;CZ DEL CAFE
392;17;CALDAS;17272;FILADELFIA;1701;CZ MANIZALES 1
393;17;CALDAS;17380;LA DORADA;1704;CZ ORIENTE
394;17;CALDAS;17388;LA MERCED;1705;CZ NORTE
395;17;CALDAS;17433;MANZANARES;1706;CZ SUR ORIENTE
396;17;CALDAS;17442;MARMATO;1703;CZ OCCIDENTE
397;17;CALDAS;17444;MARQUETALIA;1706;CZ SUR ORIENTE
398;17;CALDAS;17446;MARULANDA;1706;CZ SUR ORIENTE
399;17;CALDAS;17486;NEIRA;1701;CZ MANIZALES 1
400;17;CALDAS;17495;NORCASIA;1704;CZ ORIENTE
401;17;CALDAS;17513;PACORA;1705;CZ NORTE
402;17;CALDAS;17524;PALESTINA;1709;CZ DEL CAFE
403;17;CALDAS;17541;PENSILVANIA;1706;CZ SUR ORIENTE
404;17;CALDAS;17614;RIOSUCIO;1703;CZ OCCIDENTE
405;17;CALDAS;17616;RISARALDA;1703;CZ OCCIDENTE
406;17;CALDAS;17653;SALAMINA;1705;CZ NORTE
407;17;CALDAS;17662;SAMANA;1704;CZ ORIENTE
408;17;CALDAS;17665;SAN JOSE;1709;CZ DEL CAFE
409;17;CALDAS;17777;SUPIA;1703;CZ OCCIDENTE
410;17;CALDAS;17867;VICTORIA;1704;CZ ORIENTE
411;17;CALDAS;17873;VILLAMARIA;1701;CZ MANIZALES 1
412;27;CHOCÓ;27025;ALTO BAUDO;2712;CZ BAUDÓ
413;18;CAQUETÁ;18029;ALBANIA;1804;CZ BELEN DE LOS ANDAQUIES
